g,q,v
6.050000000000000000e+02,2.188419491626740765e+00,7.321904063466134760e-01
6.050000000000000000e+02,1.196109898676984695e+00,1.897935328872634164e-01
6.060000000000000000e+02,2.482800436725824511e+00,9.412220503893153900e-01
6.060000000000000000e+02,3.770605857687182372e+00,6.706666060321201384e-01
6.060000000000000000e+02,8.102186186250442956e-01,9.594087092802732197e-01
6.060000000000000000e+02,1.561719716718061868e+00,3.640317339492610271e-01
6.060000000000000000e+02,9.470440219870596144e-01,8.857118321253852899e-01
6.060000000000000000e+02,4.890363731283332349e+00,2.548360287185644779e-01
6.060000000000000000e+02,1.171729348107915403e+00,9.212926880800516027e-01
6.060000000000000000e+02,2.282757478486947100e+00,2.133432537211351621e-01
6.060000000000000000e+02,2.292295048474002339e-02,1.753922840270099037e-01
6.060000000000000000e+02,2.546401209765171814e+00,3.509362696189556319e-01
6.070000000000000000e+02,3.973039824095347505e+00,3.130048877050986000e-01
6.070000000000000000e+02,6.880504247762114778e-01,6.159477053604612840e-01
6.070000000000000000e+02,2.440588020734459906e+00,5.895996691050213734e-01
6.070000000000000000e+02,1.514933338352414394e-01,8.843784964602530163e-02
6.070000000000000000e+02,2.316797741260626431e+00,8.056955833413202983e-01
6.070000000000000000e+02,3.549715294729358650e+00,6.005947788331744697e-02
6.070000000000000000e+02,2.845270583801182251e+00,9.164845147863270869e-01
6.070000000000000000e+02,4.497313575582120748e+00,4.317433051077363970e-01
6.070000000000000000e+02,6.482879398160457107e-01,2.064020372412800342e-02
6.070000000000000000e+02,1.857477109015517769e+00,6.611304831621810374e-01
6.080000000000000000e+02,4.681272031232886377e+00,8.135332416074014805e-02
6.080000000000000000e+02,3.218255243204763971e+00,8.142806027635849375e-01
6.080000000000000000e+02,6.266325398104544142e-01,3.933582380788532840e-01
6.080000000000000000e+02,3.213702079819907187e+00,4.653316807127327870e-03
6.080000000000000000e+02,4.499730053616325165e+00,9.395088509789548681e-01
6.080000000000000000e+02,4.552525832346870915e-01,7.670261775809692484e-01
6.080000000000000000e+02,4.320210294653952232e+00,8.218230588361730149e-02
6.080000000000000000e+02,3.221967351739692287e+00,6.474049585241022919e-01
6.080000000000000000e+02,2.352437964816810556e+00,7.427572794511809740e-01
6.080000000000000000e+02,2.773139402519212204e+00,5.329293882331135324e-01
6.090000000000000000e+02,4.280890684430835869e+00,8.825954557737253348e-01
6.090000000000000000e+02,1.233545356343169086e+00,4.436778415943449794e-01
6.090000000000000000e+02,2.403520981148961511e+00,7.203424235144140209e-02
6.090000000000000000e+02,4.035034850814053442e+00,5.164507751998204110e-01
6.090000000000000000e+02,1.972370240324154533e+00,1.588888112242691220e-01
6.090000000000000000e+02,9.978917738397397041e-01,5.754779189953357355e-01
6.090000000000000000e+02,2.167069665308236637e+00,9.938833450586872509e-01
6.090000000000000000e+02,4.289062284960476035e+00,7.108222226727373139e-01
6.090000000000000000e+02,4.958534602672854952e+00,9.433968499539525654e-01
6.090000000000000000e+02,4.482265670365203292e+00,7.288790199942155601e-01
6.100000000000000000e+02,4.284974894051270411e+00,5.506435536034366418e-01
6.100000000000000000e+02,3.156219681930504173e+00,4.365174120181770645e-01
6.100000000000000000e+02,2.460198286095478526e+00,8.218740310111891656e-01
6.100000000000000000e+02,7.264433620056531815e-01,8.525129460956245575e-01
6.100000000000000000e+02,4.962464777207972411e+00,1.270245141121295607e-01
6.100000000000000000e+02,1.652254824504085784e+00,3.994192864099338491e-01
6.100000000000000000e+02,3.957627217317639889e+00,3.821439232799828112e-02
6.100000000000000000e+02,2.249943027579257127e+00,1.292053438930351739e-02
6.100000000000000000e+02,2.860417613871975018e+00,6.158005842289034915e-01
6.100000000000000000e+02,4.574992373458467654e+00,4.543510006647635269e-01
6.110000000000000000e+02,5.758563990952830780e-01,8.068190945611583009e-01
6.110000000000000000e+02,4.526993405660018510e+00,2.528883841303908309e-01
6.110000000000000000e+02,9.489825140139518389e-01,5.764873137712523965e-01
6.110000000000000000e+02,9.105715965919825017e-01,6.634664095895839164e-01
6.110000000000000000e+02,1.575540542629310536e+00,7.679400792919116592e-01
6.110000000000000000e+02,4.392227628120798366e-01,1.416918058793400492e-01
6.110000000000000000e+02,4.166335088192239411e+00,2.382352021300314648e-01
6.110000000000000000e+02,4.658783949666270630e+00,8.151845405537507805e-01
6.110000000000000000e+02,3.339774842092465335e+00,2.242471297911416972e-01
6.110000000000000000e+02,1.567163734401151753e+00,4.322022679429892156e-01
6.120000000000000000e+02,1.433005031760374859e+00,7.940543568233131566e-01
6.120000000000000000e+02,1.698253721507553271e-01,2.553799020507673267e-01
6.120000000000000000e+02,8.686019459063187842e-01,4.496871607614867372e-01
6.120000000000000000e+02,2.018414043041346417e+00,1.511956159947148715e-01
6.120000000000000000e+02,1.944745174512624963e+00,7.567497004352256029e-01
6.120000000000000000e+02,2.233660018039618222e+00,9.864787877856524556e-01
6.120000000000000000e+02,1.551534340636274045e+00,4.418848437727966871e-01
6.120000000000000000e+02,2.091362835944963194e+00,5.937932990548160372e-01
6.120000000000000000e+02,1.497442971160095615e-01,6.255415453720820640e-01
6.120000000000000000e+02,4.511452314167756938e+00,9.073547608042763502e-01
6.130000000000000000e+02,3.510052368884508667e+00,8.240225091969223259e-01
6.130000000000000000e+02,2.213812557010827575e+00,9.473057338950443551e-01
6.130000000000000000e+02,4.462296954681613137e+00,2.043703115983642737e-01
6.130000000000000000e+02,1.154557800824923541e+00,3.745653640667023776e-01
6.130000000000000000e+02,1.502929498162881128e+00,1.228617427069017554e-01
6.130000000000000000e+02,4.881105461175065052e+00,2.256675658083334701e-01
6.130000000000000000e+02,2.530612617225249661e+00,9.265158183972753703e-01
6.130000000000000000e+02,2.542847911712955877e+00,6.495577106694907510e-01
6.130000000000000000e+02,3.804399042679747378e+00,2.670450581937570123e-01
6.130000000000000000e+02,7.175940465916047506e-01,7.292263503501471567e-01
6.140000000000000000e+02,2.499354416364477416e+00,4.548171854418577853e-01
6.140000000000000000e+02,4.198988918922587743e+00,5.682538873968128179e-01
6.140000000000000000e+02,1.926421310825707778e+00,4.973692431978651296e-01
6.140000000000000000e+02,2.958356574890066870e+00,5.345668248733682626e-01
6.140000000000000000e+02,2.987065881439739279e+00,6.631105682917304289e-02
6.140000000000000000e+02,2.136005021114265823e+00,9.416862183828567101e-02
6.140000000000000000e+02,8.222172798571358854e-01,2.570047876349240701e-01
6.140000000000000000e+02,4.141511713458203126e+00,4.767848831247031294e-01
6.140000000000000000e+02,4.176659150618230676e+00,5.055784785107968471e-01
6.140000000000000000e+02,4.852267893832628687e+00,2.036767789149261931e-01
6.150000000000000000e+02,2.803841606045259116e+00,3.094069147038318590e-01
6.150000000000000000e+02,4.677405560090364567e+00,8.102560102473276293e-01
6.150000000000000000e+02,1.040593463006461716e-01,9.199466067228274646e-01
6.150000000000000000e+02,2.299035413797385186e+00,4.234845376860869592e-01
6.150000000000000000e+02,4.241451672694035224e+00,4.214760864051172451e-01
6.150000000000000000e+02,2.683392488495071060e+00,5.275274779564149696e-01
6.150000000000000000e+02,3.618915111103948590e+00,8.347560712750370371e-01
6.150000000000000000e+02,1.846170341197118647e+00,1.802108450527459826e-01
6.150000000000000000e+02,4.292291311311321245e+00,1.181392831948648858e-01
6.150000000000000000e+02,1.841333406886058732e-01,1.092944016751753455e-01
6.160000000000000000e+02,4.649170067837868459e+00,2.553493179300009297e-01
6.160000000000000000e+02,2.467772795023631005e+00,4.812696385613467465e-01
6.160000000000000000e+02,5.764268806186545469e-01,1.589248152536670844e-01
6.160000000000000000e+02,1.091291912704543510e+00,8.472277691081883111e-01
6.160000000000000000e+02,4.705240011522974442e+00,5.854124498150647948e-01
6.160000000000000000e+02,1.849934481213185045e+00,7.212376315716344521e-01
6.160000000000000000e+02,4.092634045779989904e+00,5.042987915993265569e-01
6.160000000000000000e+02,1.961831330558320818e+00,7.862226375503436060e-01
6.160000000000000000e+02,1.363169492185232645e+00,5.967445898163282747e-01
6.160000000000000000e+02,2.562212782245425480e+00,6.858191467607377412e-01
6.170000000000000000e+02,1.505822323515954020e-01,2.937500961661854149e-01
6.170000000000000000e+02,3.963485744651303655e+00,7.960496601014795948e-01
6.170000000000000000e+02,6.118171394591792600e-01,5.893759775485639674e-01
6.170000000000000000e+02,4.510389399429678647e+00,9.280076307782449963e-01
6.170000000000000000e+02,6.328900702621165220e-01,9.081907286317965067e-01
6.170000000000000000e+02,2.459677770001695407e+00,9.458341502218886587e-01
6.170000000000000000e+02,1.278720426968164015e+00,7.821078200679620895e-01
6.170000000000000000e+02,2.629600857308711959e+00,5.427388717951087127e-02
6.170000000000000000e+02,1.938788083108712978e+00,9.605284469137904679e-01
6.170000000000000000e+02,7.177920906483714614e-01,3.905073164670991304e-02
6.180000000000000000e+02,1.915244203168602777e+00,2.132001003092383051e-01
6.180000000000000000e+02,4.757433666812830531e+00,1.493812725661225471e-02
6.180000000000000000e+02,1.936650636430373051e+00,4.474816226037148237e-02
6.180000000000000000e+02,4.143557909880154710e+00,1.072191086858577114e-01
6.180000000000000000e+02,3.263763876540352715e+00,4.747407903628564352e-01
6.180000000000000000e+02,3.432080106074148595e+00,6.374864435563640797e-01
6.180000000000000000e+02,3.276114168403470028e+00,6.033632034444128545e-01
6.180000000000000000e+02,5.483585695374204594e-01,1.022597464948682422e-01
6.180000000000000000e+02,4.763965006781915257e+00,2.655673922633773332e-01
6.180000000000000000e+02,2.308657066662424651e+00,9.392689841173817999e-01
6.190000000000000000e+02,3.920439618007378613e+00,6.060809616700635338e-02
6.190000000000000000e+02,3.563556518931950023e+00,3.223500808644926829e-01
6.190000000000000000e+02,1.932300110205759092e+00,5.294059719842965084e-01
6.190000000000000000e+02,3.320229555483078521e+00,9.864507417757160113e-01
6.190000000000000000e+02,1.402977756034507362e+00,9.022209909470211286e-01
6.190000000000000000e+02,1.643950144413276471e+00,6.222045897653687430e-01
6.190000000000000000e+02,4.548513766221559784e+00,1.545847422794227599e-01
6.190000000000000000e+02,1.569762008482706861e+00,9.770335395365703501e-02
6.190000000000000000e+02,3.140290571495642613e+00,3.439737252589484262e-01
6.190000000000000000e+02,1.243732898589473113e+00,5.613850643508403460e-01
6.200000000000000000e+02,2.769718844087625698e+00,5.538774103919403835e-01
6.200000000000000000e+02,4.635822872368848380e+00,6.358856467460001216e-01
6.200000000000000000e+02,4.084736142638363710e+00,4.875841675539908104e-01
6.200000000000000000e+02,2.696392656759655004e+00,6.979232246210453905e-02
6.200000000000000000e+02,1.145478706395132829e+00,5.731237150406049974e-01
6.200000000000000000e+02,1.910749965656733274e+00,7.779178274917231128e-02
6.200000000000000000e+02,3.712796013503422810e+00,6.232922452127424018e-01
6.200000000000000000e+02,4.596638769575175587e+00,1.337507156499384564e-02
6.200000000000000000e+02,2.094998191445367475e+00,4.779266032885212123e-01
6.200000000000000000e+02,3.022006151808928731e+00,5.370732216335216691e-01
6.210000000000000000e+02,4.430936864676245257e+00,7.997132084089731974e-01
6.210000000000000000e+02,2.757970518087470069e+00,9.211480673576030176e-01
6.210000000000000000e+02,1.791269734472125119e+00,8.772366474975193951e-01
6.210000000000000000e+02,1.673410683207873895e+00,2.166944839268899470e-01
6.210000000000000000e+02,2.858617397237829927e+00,4.055082259448764548e-01
6.210000000000000000e+02,4.302883243419643122e+00,7.126094069910635653e-01
6.210000000000000000e+02,1.067356963470818432e+00,4.059647094521544597e-01
6.210000000000000000e+02,1.388108143982532017e+00,7.829853457273308059e-01
6.210000000000000000e+02,2.369994029905766908e+00,9.718590796846005020e-02
6.210000000000000000e+02,1.528476010268507990e+00,8.152961952143079616e-01
6.220000000000000000e+02,1.277578210549840110e-01,6.787474571013267788e-01
6.220000000000000000e+02,1.806395462871513979e+00,6.705525263725971019e-01
6.220000000000000000e+02,1.944410143089950083e+00,8.118809853128011733e-01
6.220000000000000000e+02,1.910171782980258914e+00,7.326001403011749291e-01
6.220000000000000000e+02,4.301938305592402756e+00,4.986273782528023446e-01
6.220000000000000000e+02,2.008800078059211458e+00,2.425049846693421163e-01
6.220000000000000000e+02,3.370660623935753275e+00,4.040732835592931727e-01
6.220000000000000000e+02,1.678705358969186268e+00,4.644703202984568069e-02
6.220000000000000000e+02,4.806489228904994526e+00,1.096879828141916757e-02
6.220000000000000000e+02,4.365885690763326998e+00,6.150701472845582218e-01
6.230000000000000000e+02,2.514785396984779542e+00,6.146667063388047136e-01
6.230000000000000000e+02,1.250285921709465953e+00,1.852846857869807629e-01
6.230000000000000000e+02,7.907326434436667828e-01,1.311034327432560875e-01
6.230000000000000000e+02,4.057809754356707543e+00,7.832068188215027815e-01
6.230000000000000000e+02,4.659722424388102802e+00,5.733288936049222295e-01
6.230000000000000000e+02,2.742831713102844571e+00,1.047624219250611333e-01
6.230000000000000000e+02,3.406372089762824018e+00,2.285016303718689912e-03
6.230000000000000000e+02,2.696206177599540510e+00,5.289967226707047443e-01
6.230000000000000000e+02,4.417662281714335393e+00,1.582703369988620601e-01
6.230000000000000000e+02,1.384125895052889632e+00,6.107544801335006435e-01
6.240000000000000000e+02,3.721675363546378401e-01,2.730623111501786493e-01
6.240000000000000000e+02,6.911557277500890439e-01,8.936885873556995596e-01
6.240000000000000000e+02,2.770319733467557111e+00,7.448908621628771431e-01
6.240000000000000000e+02,3.443265113785685116e+00,8.486718263129656714e-01
6.240000000000000000e+02,3.650531536853259595e+00,4.019380082876112814e-01
6.240000000000000000e+02,4.641925908153226032e+00,1.912668503623221605e-01
6.240000000000000000e+02,2.337379108227501501e+00,1.819465688607561082e-01
6.240000000000000000e+02,1.192743071967798496e+00,4.372426517746409447e-01
6.240000000000000000e+02,8.244436033414515030e-02,6.744974725307536501e-01
6.240000000000000000e+02,2.191754945745690186e+00,6.285438607913582665e-01
6.250000000000000000e+02,2.646485475344888982e+00,1.076661001429040088e-01
6.250000000000000000e+02,9.338773506243641664e-01,3.143713106680251501e-01
6.250000000000000000e+02,2.493990456488687890e+00,5.966175257081813843e-01
6.250000000000000000e+02,1.163219852763827111e+00,1.410521192534919255e-01
6.250000000000000000e+02,9.547350524213865652e-01,2.985999171180120371e-02
6.250000000000000000e+02,7.358465002690123269e-01,9.090419480130066399e-01
6.250000000000000000e+02,3.250476901532946439e+00,3.581524878954889246e-02
6.250000000000000000e+02,2.664664188552925861e+00,9.319096966049666975e-02
6.250000000000000000e+02,4.709244954551961904e+00,5.497777912970317482e-01
6.250000000000000000e+02,4.938612268089073609e+00,6.076498337527586058e-01
6.260000000000000000e+02,2.154453443956820813e+00,9.888847510634591886e-01
6.260000000000000000e+02,7.497311528295425020e-01,8.701407363603773648e-01
6.260000000000000000e+02,1.792196781731670185e+00,1.778346896865586890e-01
6.260000000000000000e+02,3.897133130861708317e+00,3.480637517776840051e-01
6.260000000000000000e+02,1.617501051684816504e+00,1.853566128551572545e-01
6.260000000000000000e+02,6.680849764392976509e-01,2.319433795700128753e-01
6.260000000000000000e+02,1.528313350129907322e+00,7.863736309257117751e-01
6.260000000000000000e+02,4.164671930181365944e+00,4.470292383160525684e-01
6.260000000000000000e+02,4.910642913894865735e+00,6.512050635000021792e-02
6.260000000000000000e+02,1.182070251133704453e-02,3.097761553285847125e-01
6.270000000000000000e+02,2.797863609722495593e+00,5.072139445328333052e-01
6.270000000000000000e+02,4.147470720205902239e+00,9.886206783337284643e-01
6.270000000000000000e+02,1.115512301287872710e+00,1.053371921811191436e-01
6.270000000000000000e+02,3.085255147647022689e+00,8.399069549113242772e-01
6.270000000000000000e+02,3.686206981540895988e+00,8.464486505522186288e-01
6.270000000000000000e+02,1.356732218738379459e+00,3.328541024294073836e-02
6.270000000000000000e+02,3.520261713555121741e+00,8.742850115127120958e-02
6.270000000000000000e+02,1.247177219757263256e+00,7.086306126140294870e-01
6.270000000000000000e+02,2.418585230527624752e+00,5.769197912469559153e-01
6.270000000000000000e+02,4.331664869847583255e+00,7.410627212452165491e-01
6.280000000000000000e+02,1.458458157770900598e+00,6.808382649122340924e-01
6.280000000000000000e+02,4.021744279378467013e+00,6.134895557481421235e-01
6.280000000000000000e+02,3.444633429834308203e+00,7.030725032679555619e-01
6.280000000000000000e+02,2.441641893969379140e+00,1.984112293853369513e-01
6.280000000000000000e+02,2.203025937925578326e+00,7.486595554235920824e-01
6.280000000000000000e+02,4.562375784238367871e+00,4.504320948272652059e-01
6.280000000000000000e+02,4.702207882707608810e+00,4.493339847495306794e-01
6.280000000000000000e+02,4.244594249648064865e-01,7.745975801181170795e-02
6.280000000000000000e+02,3.724406001907958341e+00,1.434504348512000149e-01
6.280000000000000000e+02,3.272269987744162556e+00,9.964507448767190301e-02
6.290000000000000000e+02,5.637482171034247092e-01,2.731169047240866732e-02
6.290000000000000000e+02,4.625327015843613054e+00,1.591297678859986409e-01
6.290000000000000000e+02,4.732623816758064983e+00,4.125848600891386386e-01
6.290000000000000000e+02,1.570583464799575335e+00,8.034535012404990795e-01
6.290000000000000000e+02,4.999618260371011758e+00,8.193014067155367508e-01
6.290000000000000000e+02,1.563847593483126408e+00,6.045578079598409316e-01
6.290000000000000000e+02,4.205325402448087502e+00,5.466931325356443327e-01
6.290000000000000000e+02,2.951878249264833443e+00,2.974305373039114464e-01
6.290000000000000000e+02,4.885139431520507003e+00,2.747905970514912255e-01
6.290000000000000000e+02,1.043913361506965565e+00,3.995749156538036528e-01
6.300000000000000000e+02,2.171644911684658119e+00,6.188284547812757941e-01
6.300000000000000000e+02,1.155970416895442554e+00,7.381348756834138491e-02
6.300000000000000000e+02,4.193846888145190022e+00,2.262585673920158857e-01
6.300000000000000000e+02,3.503331230992686507e+00,3.182844864357748937e-01
6.300000000000000000e+02,3.336011169000862253e+00,1.965785789701591790e-01
6.300000000000000000e+02,3.310540475496268176e+00,5.602131517503741165e-01
6.300000000000000000e+02,2.716529459898436860e-01,9.662261980582498300e-01
6.300000000000000000e+02,4.086125474376541611e+00,2.124816117433762086e-01
6.300000000000000000e+02,2.301350927456092155e+00,1.727108026381396488e-02
6.300000000000000000e+02,3.520707812553759197e+00,8.002802426608088826e-01
6.310000000000000000e+02,2.628576349260675293e+00,3.096694541727982308e-01
6.310000000000000000e+02,2.635333174165205961e+00,7.984109444773941355e-01
6.310000000000000000e+02,2.040525487629972101e+00,6.677295766843882596e-01
6.310000000000000000e+02,3.736339442477456529e+00,6.361134278251739937e-01
6.310000000000000000e+02,1.965594114181609786e+00,2.421837108154909490e-01
6.310000000000000000e+02,7.839678037261177401e-01,4.105765293887708722e-01
6.310000000000000000e+02,3.250900704180880840e+00,5.066894247697699694e-01
6.310000000000000000e+02,4.446443477244660381e-01,2.600145312416644039e-01
6.310000000000000000e+02,3.884185305019332901e+00,5.080340355244854500e-01
6.310000000000000000e+02,4.789118081031912055e+00,4.952462172877437618e-01
6.320000000000000000e+02,4.373371832815985627e+00,2.623883788536452988e-01
6.320000000000000000e+02,8.282095955311652435e-02,7.112298349916805762e-01
6.320000000000000000e+02,2.226757167367818369e+00,7.206393424115528079e-01
6.320000000000000000e+02,1.047580298255339493e+00,6.633993956753014842e-03
6.320000000000000000e+02,1.932826728038611330e+00,5.309043009253788803e-02
6.320000000000000000e+02,3.346953935834025451e+00,2.099035062130136797e-01
6.320000000000000000e+02,4.716365566320032343e+00,9.711735936880967479e-01
6.320000000000000000e+02,4.438861511725106235e-01,4.440434820768610624e-01
6.320000000000000000e+02,2.024726990401798155e+00,3.408075605223750415e-01
6.320000000000000000e+02,3.458683570864429679e+00,1.520046522906233211e-01
6.330000000000000000e+02,4.555860925003130113e-01,1.979972273557530915e-01
6.330000000000000000e+02,4.511457552638132640e+00,4.157407704457689590e-01
6.330000000000000000e+02,4.966404012187171979e+00,6.035401818278625097e-01
6.330000000000000000e+02,2.793962281370768075e+00,7.727038196701115913e-01
6.330000000000000000e+02,1.959406674772319334e+00,5.263759400919226783e-01
6.330000000000000000e+02,2.159055337857751500e+00,8.766420927713269862e-02
6.330000000000000000e+02,3.612855022008800265e+00,5.737452107041030036e-02
6.330000000000000000e+02,4.053911492773555558e+00,3.082246706557635330e-01
6.330000000000000000e+02,4.436859196119136151e+00,5.734033289649568266e-01
6.330000000000000000e+02,4.469578201548161545e+00,8.122418428716736694e-01
6.340000000000000000e+02,1.728786719728345744e+00,9.645966146766991045e-01
6.340000000000000000e+02,4.897517459002270757e-01,8.613638720127745341e-01
6.340000000000000000e+02,2.957661298412691764e+00,1.102178880629625102e-01
6.340000000000000000e+02,3.011171870014066609e+00,6.239864759798026128e-01
6.340000000000000000e+02,1.537632272287039026e+00,3.120904545498163207e-01
6.340000000000000000e+02,3.075674229991740116e+00,3.902492381949616007e-01
6.340000000000000000e+02,4.647760520553932295e+00,5.782008166745347122e-01
6.340000000000000000e+02,4.035989283152044749e+00,6.921835283914834491e-02
6.340000000000000000e+02,3.492397148014836805e+00,1.284212328455794916e-01
6.340000000000000000e+02,7.181734328061961659e-02,5.819381727610388744e-01
6.350000000000000000e+02,3.814335977958522861e+00,2.417144691296642112e-01
6.350000000000000000e+02,3.023350162567626676e+00,3.466600990306014651e-01
6.350000000000000000e+02,1.195807315361674394e-02,2.197643682951642141e-01
6.350000000000000000e+02,1.580691698782421550e-01,3.617810909981902245e-01
6.350000000000000000e+02,2.396539551461111639e+00,1.431196988949579030e-01
6.350000000000000000e+02,2.409905705316911506e-01,5.204044327057533170e-01
6.350000000000000000e+02,8.099820620136388705e-01,1.029872944965515291e-01
6.350000000000000000e+02,2.628932558736827740e+00,7.335279288576190826e-01
6.350000000000000000e+02,9.355346365133804243e-01,8.809832703775938301e-01
6.350000000000000000e+02,3.418252154489318517e+00,6.243533125689446628e-01
6.360000000000000000e+02,1.248927731952043096e+00,8.344972461240169892e-01
6.360000000000000000e+02,2.384586111893858718e+00,4.866878288963134569e-01
6.360000000000000000e+02,3.179868549224140750e-01,3.715031051076670421e-01
6.360000000000000000e+02,1.065514365025108656e+00,2.574775498001026230e-01
6.360000000000000000e+02,2.446215037828050498e+00,9.486992220582555202e-01
6.360000000000000000e+02,2.060064246490254547e+00,5.320556436111967269e-01
6.360000000000000000e+02,9.508503269972551353e-01,3.613096374269867406e-01
6.360000000000000000e+02,2.040662884211546846e+00,8.931616975999934205e-01
6.360000000000000000e+02,2.835836536173736544e+00,3.521518651119459609e-02
6.360000000000000000e+02,1.936438584479737823e+00,1.691820384464949312e-01
6.370000000000000000e+02,1.394154120152252263e-01,4.610073057534086471e-01
6.370000000000000000e+02,1.185521146495721601e+00,8.632233922249441527e-01
6.370000000000000000e+02,1.124035020023421705e+00,9.604936798013203880e-01
6.370000000000000000e+02,1.629103329818378132e+00,2.155437702461797667e-01
6.370000000000000000e+02,3.802356560084381165e+00,1.086923681027043287e-01
6.370000000000000000e+02,3.149008935429808975e-01,7.205629571148171042e-01
6.370000000000000000e+02,2.644231055649485462e+00,2.931537349768426060e-01
6.370000000000000000e+02,4.572180603388650511e+00,1.023391110960315542e-01
6.370000000000000000e+02,2.771511088055899741e+00,4.645282292271104563e-01
6.370000000000000000e+02,3.065366341421360552e-01,9.045298768613899698e-01
6.380000000000000000e+02,3.830710878180997980e+00,1.394632966587981970e-01
6.380000000000000000e+02,3.492894774226714460e+00,1.367140189360777081e-01
6.380000000000000000e+02,1.013792487141367271e+00,8.984994058511518444e-01
6.380000000000000000e+02,2.488174761716478223e+00,8.814002768069825189e-01
6.380000000000000000e+02,7.993470913026790026e-01,5.926761640760402905e-02
6.380000000000000000e+02,3.569410853998744582e-01,3.047992404730303084e-01
6.380000000000000000e+02,4.087780371586887895e+00,3.629047901233899420e-01
6.380000000000000000e+02,3.555179824404399724e+00,4.984562621176865660e-01
6.380000000000000000e+02,1.345090195637201891e+00,3.410414271622128624e-01
6.380000000000000000e+02,3.686041627476538629e+00,3.166349967712100977e-01
6.390000000000000000e+02,3.951888396338206100e+00,8.951979815120162387e-01
6.390000000000000000e+02,1.890896000856450154e+00,8.366870234781846882e-01
6.390000000000000000e+02,2.259660214958663094e+00,9.537994618679801473e-01
6.390000000000000000e+02,2.896305632257649698e+00,4.867898621253230473e-01
6.390000000000000000e+02,4.082098846850694684e+00,4.921075433774345642e-01
6.390000000000000000e+02,2.858258355744626833e+00,6.185991553200247406e-01
6.390000000000000000e+02,3.250498635900664457e+00,9.131844936603452645e-01
6.390000000000000000e+02,3.954812822953067020e+00,4.808567281514150027e-01
6.390000000000000000e+02,4.665099886814738639e-03,7.644245619333633890e-03
6.390000000000000000e+02,2.298793944009683621e+00,9.661160531811009422e-01
6.400000000000000000e+02,3.411803336356112215e+00,9.995232430219496145e-01
6.400000000000000000e+02,8.651332289069801895e-01,2.603105536299299416e-02
6.400000000000000000e+02,3.087893441318087184e+00,1.468921085663726922e-01
6.400000000000000000e+02,2.925532154780071892e+00,2.935201524525186123e-01
6.400000000000000000e+02,4.792324807849887236e+00,4.362863303605102328e-01
6.400000000000000000e+02,2.498796434120417853e+00,2.089464654723249826e-02
6.400000000000000000e+02,3.756498446138261116e+00,5.372532043157220993e-01
6.400000000000000000e+02,3.466633014348752706e+00,5.917466840535330341e-01
6.400000000000000000e+02,3.186949748201801658e+00,8.585581072210047848e-01
6.400000000000000000e+02,1.874045993189050741e+00,1.044389753683750977e-01
6.410000000000000000e+02,3.186390723483484289e-01,4.030853991948422088e-01
6.410000000000000000e+02,4.465655633539689973e+00,2.948727677002749292e-01
6.410000000000000000e+02,4.933172192434931436e-01,5.720130861397783040e-01
6.410000000000000000e+02,9.037882661959645292e-01,7.212220692063066041e-01
6.410000000000000000e+02,4.658515425091350082e+00,2.269091443652141438e-01
6.410000000000000000e+02,2.952257871102443865e+00,2.675806408197710651e-01
6.410000000000000000e+02,4.209540937468155164e+00,2.935129470662408702e-01
6.410000000000000000e+02,1.850458291924995002e+00,4.569990391860015988e-01
6.410000000000000000e+02,1.312518376930000841e+00,1.298413210214437452e-01
6.410000000000000000e+02,2.887081908639462124e+00,2.360121637272394324e-01
6.420000000000000000e+02,1.238759467299905381e+00,1.650101547252295076e-01
6.420000000000000000e+02,1.824599361925456797e+00,8.372854389611763537e-01
6.420000000000000000e+02,4.068003487036480514e+00,1.352909363722409886e-02
6.420000000000000000e+02,2.489172037714063812e+00,7.549847786394165983e-01
6.420000000000000000e+02,5.160043769769162569e-01,8.402154111954616145e-01
6.420000000000000000e+02,5.655993871700637499e-01,3.113352117556090759e-01
6.420000000000000000e+02,6.593573035068328592e-01,7.498030790633247733e-02
6.420000000000000000e+02,2.353273851790571136e+00,4.280135119688990297e-01
6.420000000000000000e+02,1.952392257123087393e+00,9.863212849959261952e-01
6.420000000000000000e+02,9.794036891999274852e-01,2.815255537790750662e-01
6.430000000000000000e+02,4.596268096863077801e+00,8.889450526015896248e-02
6.430000000000000000e+02,3.940124700700946558e+00,4.036759898717043882e-01
6.430000000000000000e+02,1.586017136144091122e-02,7.428290548163458684e-01
6.430000000000000000e+02,4.023542639650839803e+00,8.700761559351467556e-01
6.430000000000000000e+02,4.117995146062970235e+00,2.608590505981236429e-01
6.430000000000000000e+02,3.790018929122020541e+00,9.686345784038484785e-01
6.430000000000000000e+02,3.176057399339865528e-01,9.968097429192122050e-01
6.430000000000000000e+02,1.089948932415375493e+00,3.251292458474193126e-01
6.430000000000000000e+02,1.174547414464373496e+00,9.790498431851645256e-01
6.430000000000000000e+02,2.545468593634907517e+00,5.483804017617220916e-01
6.440000000000000000e+02,4.186086241250169593e+00,9.799056417100583394e-01
6.440000000000000000e+02,4.655925792853333078e+00,8.181588429534162321e-01
6.440000000000000000e+02,3.568561077307086826e+00,4.478071889488002277e-01
6.440000000000000000e+02,1.364702689480290054e+00,7.825623196393349801e-01
6.440000000000000000e+02,3.050441317302079902e+00,8.369448535344234941e-01
6.440000000000000000e+02,2.862963747280419913e+00,3.161669993824014480e-01
